time(ms), string size,
60,1213
37,1213
36,1213
35,1213
35,1213
35,1213
35,1213
35,1213
47,1213
45,1213
38,1213
46,1213
46,1213
37,1213
37,1213
47,1213
38,1213
38,1213
37,1213
37,1213
44,1213
45,1213
36,1213
38,1213
46,1213
36,1213
37,1213
45,1213
36,1213
46,1213
45,1213
45,1213
38,1213
47,1213
38,1213
38,1213
36,1213
36,1213
47,1213
38,1213
44,1213
45,1213
36,1213
47,1213
47,1213
37,1213
43,1213
47,1213
37,1213
38,1213
36,1213
37,1213
36,1213
47,1213
37,1213
37,1213
45,1213
36,1213
45,1213
45,1213
45,1213
46,1213
37,1213
37,1213
47,1213
36,1213
36,1213
38,1213
37,1213
39,1213
37,1213
36,1213
45,1213
37,1213
45,1213
36,1213
36,1213
45,1213
36,1213
46,1213
45,1213
45,1213
36,1213
36,1213
45,1213
36,1213
38,1213
36,1213
45,1213
37,1213
45,1213
46,1213
37,1213
36,1213
46,1213
36,1213
36,1213
45,1213
36,1213
45,1213
37,1213
36,1213
38,1213
38,1213
40,1213
46,1213
37,1213
37,1213
36,1213
38,1213
37,1213
47,1213
46,1213
44,1213
36,1213
36,1213
37,1213
45,1213
46,1213
37,1213
36,1213
46,1213
45,1213
46,1213
45,1213
38,1213
38,1213
45,1213
38,1213
41,1213
40,1213
37,1213
38,1213
68,1213
38,1213
38,1213
37,1213
38,1213
36,1213
38,1213
47,1213
38,1213
45,1213
36,1213
45,1213
37,1213
36,1213
45,1213
38,1213
48,1213
46,1213
42,1213
38,1213
38,1213
38,1213
38,1213
39,1213
36,1213
47,1213
38,1213
37,1213
37,1213
37,1213
38,1213
36,1213
46,1213
45,1213
38,1213
36,1213
37,1213
36,1213
48,1213
46,1213
38,1213
38,1213
37,1213
36,1213
47,1213
47,1213
38,1213
37,1213
36,1213
45,1213
46,1213
46,1213
37,1213
36,1213
46,1213
37,1213
39,1213
37,1213
37,1213
37,1213
38,1213
38,1213
38,1213
46,1213
37,1213
46,1213
45,1213
38,1213
37,1213
37,1213
37,1213
37,1213
46,1213
38,1213
46,1213
37,1213
37,1213
45,1213
45,1213
36,1213
37,1213
45,1213
37,1213
38,1213
46,1213
37,1213
45,1213
37,1213
37,1213
37,1213
47,1213
41,1213
37,1213
37,1213
45,1213
37,1213
45,1213
37,1213
45,1213
38,1213
37,1213
36,1213
47,1213
37,1213
36,1213
37,1213
37,1213
36,1213
46,1213
47,1213
37,1213
36,1213
45,1213
36,1213
37,1213
38,1213
37,1213
47,1213
36,1213
37,1213
45,1213
36,1213
36,1213
38,1213
39,1213
36,1213
38,1213
41,1213
36,1213
46,1213
47,1213
36,1213
36,1213
45,1213
37,1213
36,1213
46,1213
36,1213
45,1213
46,1213
40,1213
37,1213
36,1213
45,1213
45,1213
47,1213
47,1213
36,1213
36,1213
45,1213
36,1213
36,1213
45,1213
36,1213
45,1213
38,1213
37,1213
36,1213
36,1213
45,1213
45,1213
45,1213
37,1213
47,1213
38,1213
37,1213
37,1213
37,1213
37,1213
45,1213
37,1213
37,1213
45,1213
36,1213
46,1213
37,1213
36,1213
45,1213
38,1213
47,1213
38,1213
38,1213
36,1213
46,1213
36,1213
45,1213
38,1213
38,1213
37,1213
36,1213
45,1213
45,1213
37,1213
36,1213
36,1213
38,1213
37,1213
45,1213
38,1213
37,1213
46,1213
47,1213
51,1213
37,1213
45,1213
45,1213
37,1213
37,1213
45,1213
36,1213
46,1213
38,1213
37,1213
45,1213
37,1213
36,1213
38,1213
46,1213
38,1213
37,1213
36,1213
46,1213
36,1213
36,1213
45,1213
36,1213
46,1213
38,1213
36,1213
45,1213
36,1213
36,1213
45,1213
37,1213
45,1213
46,1213
36,1213
36,1213
36,1213
46,1213
37,1213
36,1213
38,1213
38,1213
46,1213
37,1213
36,1213
36,1213
45,1213
36,1213
45,1213
38,1213
36,1213
37,1213
46,1213
37,1213
45,1213
37,1213
37,1213
38,1213
47,1213
45,1213
37,1213
37,1213
46,1213
39,1213
45,1213
38,1213
37,1213
38,1213
36,1213
36,1213
39,1213
38,1213
37,1213
46,1213
42,1213
36,1213
37,1213
46,1213
45,1213
39,1213
37,1213
36,1213
36,1213
45,1213
45,1213
45,1213
37,1213
36,1213
69,1213
55,1213
38,1213
37,1213
38,1213
38,1213
37,1213
38,1213
38,1213
